id,type,measurement,lat,lon,value,AQI_level
000090402,OZONE_AQI,AQI,50.0492,-110.6814,26.573057792668944,good
000090402,PM2.5,UG/M3,50.0492,-110.6814,5.1017362244974676,
000090402,PM25_AQI,AQI,50.0492,-110.6814,20.451496895801327,good
000090502,NO2_AQI,AQI,49.7164,-112.8006,4.510968727875972,good
000090502,OZONE,PPB,49.7164,-112.8006,31.37631814811811,
000090502,OZONE_AQI,AQI,49.7164,-112.8006,28.48261744930859,good
000090502,PM2.5,UG/M3,49.7164,-112.8006,5.219343823773809,
000090502,PM25_AQI,AQI,49.7164,-112.8006,1.8258149085441309,good
000090601,NO2_AQI,AQI,53.6989,-113.2233,7.548336081279683,good
000090601,OZONE,PPB,53.6989,-113.2233,22.599478447326746,
000090601,OZONE_AQI,AQI,53.6989,-113.2233,20.713379775068677,good
000090601,PM2.5,UG/M3,53.6989,-113.2233,6.469395609743874,
000090601,PM25_AQI,AQI,53.6989,-113.2233,22.819907898676306,good
000090606,NO2,PPB,53.80011700000001,-112.92779499999999,5.667717617644513,
000090606,NO2_AQI,AQI,53.80011700000001,-112.92779499999999,5.426543327692036,good
000090606,OZONE,PPB,53.80011700000001,-112.92779499999999,28.72031860135055,
000090606,OZONE_AQI,AQI,53.80011700000001,-112.92779499999999,26.09218530542252,good
000090606,PM2.5,UG/M3,53.80011700000001,-112.92779499999999,6.648125946589486,
000090606,PM25_AQI,AQI,53.80011700000001,-112.92779499999999,26.475261545720283,good
000090606,SO2,PPB,53.80011700000001,-112.92779499999999,0.8146912126844115,
000090701,NO2_AQI,AQI,56.7328,-111.39,6.277350146053871,good
